i,vehi,obj,vehiBest,objBest,loFunc,note
1,2,2256.2,2,2256.2,move,improve
2,2,2256.2,2,2256.2,2opt,improve
3,2,2256.2,2,2256.2,2opt,improve
4,3,4129.599999999999,2,2256.2,2opt,acceptBad
5,3,4152.199999999999,2,2256.2,swap,acceptBad
6,3,4152.199999999999,2,2256.2,2opt,improve
7,3,2291.5999999999995,2,2256.2,move,improve
8,3,1727.5999999999995,3,1727.5999999999995,swap,newBest
9,3,1727.5999999999995,3,1727.5999999999995,move,improve
10,4,6908.499999999999,3,1727.5999999999995,2opt,acceptBad
11,5,9832.0,3,1727.5999999999995,2opt,acceptBad
12,5,5333.199999999999,3,1727.5999999999995,move,improve
13,6,13313.499999999998,3,1727.5999999999995,2opt,acceptBad
14,6,15041.499999999998,3,1727.5999999999995,swap,acceptBad
15,6,14274.499999999998,3,1727.5999999999995,move,improve
16,6,16292.499999999998,3,1727.5999999999995,swap,acceptBad
17,6,14272.499999999998,3,1727.5999999999995,move,improve
18,7,18663.399999999998,3,1727.5999999999995,2opt,acceptBad
19,7,20028.4,3,1727.5999999999995,swap,acceptBad
20,7,9740.0,3,1727.5999999999995,move,improve
21,7,8981.4,3,1727.5999999999995,swap,improve
22,7,8981.4,3,1727.5999999999995,move,improve
23,7,10500.0,3,1727.5999999999995,2opt,acceptBad
24,7,10500.0,3,1727.5999999999995,move,improve
25,7,10500.0,3,1727.5999999999995,2opt,improve
26,8,12991.0,3,1727.5999999999995,2opt,acceptBad
27,8,10169.0,3,1727.5999999999995,move,improve
28,8,10169.0,3,1727.5999999999995,move,improve
29,8,9389.899999999998,3,1727.5999999999995,move,improve
30,8,9389.9,3,1727.5999999999995,2opt,acceptBad
31,8,9389.9,3,1727.5999999999995,swap,improve
32,8,9389.9,3,1727.5999999999995,swap,improve
33,8,9389.9,3,1727.5999999999995,move,improve
34,8,8817.3,3,1727.5999999999995,move,improve
35,8,8817.3,3,1727.5999999999995,move,improve
36,8,8817.3,3,1727.5999999999995,move,improve
37,8,8817.3,3,1727.5999999999995,move,improve
38,8,8817.3,3,1727.5999999999995,swap,improve
39,8,9453.6,3,1727.5999999999995,swap,acceptBad
40,8,9453.6,3,1727.5999999999995,move,improve
41,8,9453.6,3,1727.5999999999995,swap,improve
42,8,21155.899999999998,3,1727.5999999999995,swap,acceptBad
43,8,21155.899999999998,3,1727.5999999999995,swap,improve
